Sex,Yr,Age,B
2,2021,20,4.54148
2,2022,20,4.78617
2,2023,20,5.01567
1,1995,21,16.9643
1,1996,21,16.5733
1,1997,21,17.296
1,1998,21,17.5348
1,1999,21,17.1591
1,2000,21,15.423
1,2001,21,14.8988
1,2002,21,14.226
1,2003,21,13.0482
1,2004,21,12.0386
1,2005,21,9.92249
1,2006,21,9.03761
1,2007,21,8.16444
1,2008,21,7.73373
1,2009,21,6.81972
1,2010,21,6.05339
1,2011,21,5.07032
1,2012,21,4.65615
1,2013,21,3.99875
1,2014,21,3.65765
1,2015,21,3.39222
1,2016,21,2.75466
1,2017,21,2.69941
1,2018,21,3.04746
1,2019,21,3.34314
1,2020,21,3.45257
1,2021,21,3.3882
1,2022,21,3.57293
1,2023,21,3.78637
2,1995,21,17.2921
2,1996,21,16.9012
2,1997,21,17.6294
2,1998,21,17.8687
2,1999,21,17.4896
2,2000,21,15.7393
2,2001,21,15.2114
2,2002,21,14.532
2,2003,21,13.3422
2,2004,21,12.3201
2,2005,21,10.175
2,2006,21,9.27272
2,2007,21,8.38003
2,2008,21,7.93255
2,2009,21,6.99243
2,2010,21,6.20089
2,2011,21,5.18895
2,2012,21,4.75553
2,2013,21,4.08014
2,2014,21,3.72686
2,2015,21,3.45346
2,2016,21,2.80205
2,2017,21,2.74419
2,2018,21,3.09437
2,2019,21,3.39095
2,2020,21,3.49941
2,2021,21,3.43073
2,2022,21,3.61575
2,2023,21,3.82972
1,1995,22,13.1781
1,1996,22,12.8815
1,1997,22,13.4363
1,1998,22,13.6166
1,1999,22,13.327
1,2000,22,11.9962
1,2001,22,11.5989
1,2002,22,11.0889
1,2003,22,10.1929
1,2004,22,9.42835
1,2005,22,7.80755
1,2006,22,7.14051
1,2007,22,6.48339
1,2008,22,6.17325
1,2009,22,5.48127
1,2010,22,4.90129
1,2011,22,4.24639
1,2012,22,3.82432
1,2013,22,3.25966
1,2014,22,2.92322
1,2015,22,2.62914
1,2016,22,2.53312
1,2017,22,2.09279
1,2018,22,2.17628
1,2019,22,2.45724
1,2020,22,2.60741
1,2021,22,2.78219
1,2022,22,2.6847
1,2023,22,2.84485
2,1995,22,13.4725
2,1996,22,13.1751
2,1997,22,13.7359
2,1998,22,13.9171
2,1999,22,13.624
2,2000,22,12.2782
2,2001,22,11.8772
2,2002,22,11.3611
2,2003,22,10.4539
2,2004,22,9.67852
2,2005,22,8.03161
2,2006,22,7.35088
2,2007,22,6.67882
2,2008,22,6.35762
2,2009,22,5.64553
2,2010,22,5.04571
2,2011,22,4.36845
2,2012,22,3.9266
2,2013,22,3.34338
2,2014,22,2.99364
2,2015,22,2.68922
2,2016,22,2.58756
2,2017,22,2.13552
2,2018,22,2.21752
2,2019,22,2.50097
2,2020,22,2.6519
2,2021,22,2.82671
2,2022,22,2.72574
2,2023,22,2.886
1,1995,23,10.221
1,1996,23,9.99543
1,1997,23,10.4215
1,1998,23,10.5579
1,1999,23,10.3346
1,2000,23,9.31361
1,2001,23,9.01162
1,2002,23,8.62397
1,2003,23,7.94089
1,2004,23,7.36055
1,2005,23,6.11851
1,2006,23,5.61475
1,2007,23,5.11971
1,2008,23,4.8964
1,2009,23,4.37351
1,2010,23,3.93733
1,2011,23,3.43709
1,2012,23,3.19847
1,2013,23,2.67628
1,2014,23,2.38054
1,2015,23,2.09953
1,2016,23,1.96074
1,2017,23,1.92158
1,2018,23,1.68315
1,2019,23,1.75075
1,2020,23,1.91263
1,2021,23,2.0964
1,2022,23,2.20031
1,2023,23,2.13281
2,1995,23,10.4787
2,1996,23,10.2518
2,1997,23,10.6838
2,1998,23,10.8214
2,1999,23,10.5947
2,2000,23,9.55908
2,2001,23,9.25346
2,2002,23,8.86026
2,2003,23,8.16697
2,2004,23,7.57722
2,2005,23,6.31208
2,2006,23,5.79742
2,2007,23,5.29079
2,2008,23,5.06018
2,2009,23,4.52199
2,2010,23,4.07096
2,2011,23,3.5528
2,2012,23,3.30064
2,2013,23,2.75899
2,2014,23,2.45019
2,2015,23,2.15802
2,2016,23,2.01199
2,2017,23,1.96877
2,2018,23,1.72128
2,2019,23,1.78791
2,2020,23,1.95169
2,2021,23,2.13701
2,2022,23,2.24124
2,2023,23,2.17043
1,1995,24,7.91508
1,1996,24,7.74325
1,1997,24,8.07042
1,1998,24,8.17387
1,1999,24,8.00172
1,2000,24,7.21809
1,2001,24,6.98803
1,2002,24,6.69274
1,2003,24,6.1712
1,2004,24,5.72975
1,2005,24,4.77762
1,2006,24,4.39638
1,2007,24,4.02282
1,2008,24,3.86169
1,2009,24,3.46677
1,2010,24,3.13939
1,2011,24,2.75957
1,2012,24,2.58522
1,2013,24,2.23693
1,2014,24,1.95231
1,2015,24,1.70813
1,2016,24,1.56364
1,2017,24,1.48511
1,2018,24,1.54195
1,2019,24,1.3511
1,2020,24,1.36009
1,2021,24,1.53451
1,2022,24,1.65489
1,2023,24,1.74427
2,1995,24,8.1363
2,1996,24,7.96292
2,1997,24,8.29569
2,1998,24,8.40029
2,1999,24,8.22495
2,2000,24,7.42778
2,2001,24,7.19433
2,2002,24,6.89407
2,2003,24,6.3634
2,2004,24,5.91382
2,2005,24,4.94158
2,2006,24,4.55156
2,2007,24,4.16888
2,2008,24,4.00289
2,2009,24,3.59625
2,2010,24,3.25787
2,2011,24,2.8643
2,2012,24,2.68014
2,2013,24,2.31729
2,2014,24,2.01932
2,2015,24,1.76426
2,2016,24,1.6121
2,2017,24,1.52826
2,2018,24,1.58307
2,2019,24,1.38462
2,2020,24,1.39234
2,2021,24,1.56919
2,2022,24,1.69103
2,2023,24,1.78059
1,1995,25,26.3072
1,1996,25,25.7561
1,1997,25,26.8237
1,1998,25,27.1498
1,1999,25,26.5817
1,2000,25,24.026
1,2001,25,23.2873
1,2002,25,22.3394
1,2003,25,20.6572
1,2004,25,19.245
1,2005,25,16.1496
1,2006,25,14.9455
1,2007,25,13.7762
1,2008,25,13.3303
1,2009,25,12.101
1,2010,25,11.1057
1,2011,25,9.92354
1,2012,25,9.46229
1,2013,25,8.37001
1,2014,25,7.67604
1,2015,25,6.85201
1,2016,25,6.31577
1,2017,25,5.9098
1,2018,25,5.86739
1,2019,25,5.88559
1,2020,25,5.55706
1,2021,25,5.48757
1,2022,25,5.4937
1,2023,25,5.61802
2,1995,25,27.2785
2,1996,25,26.7172
2,1997,25,27.8129
2,1998,25,28.1455
2,1999,25,27.5616
2,2000,25,24.9376
2,2001,25,24.1808
2,2002,25,23.2079
2,2003,25,21.4808
2,2004,25,20.0302
2,2005,25,16.8423
2,2006,25,15.6011
2,2007,25,14.3956
2,2008,25,13.9362
2,2009,25,12.665
2,2010,25,11.6342
2,2011,25,10.4063
2,2012,25,9.92242
2,2013,25,8.78212
2,2014,25,8.05245
2,2015,25,7.1864
2,2016,25,6.61834
2,2017,25,6.18534
2,2018,25,6.12791
2,2019,25,6.13322
2,2020,25,5.78201
2,2021,25,5.69917
2,2022,25,5.69577
2,2023,25,5.81371
